-0.223975,0.072510,0.061230
-0.191748,-0.008057,0.122461
-0.120850,0.135352,-0.124072
0.145020,-0.106348,-0.148242
0.141797,-0.104736,-0.122461
0.148242,-0.116016,-0.119238
0.148242,-0.112793,-0.156299
0.140186,-0.112793,-0.170801
0.222363,-0.009668,-0.319043
-0.188525,0.008057,0.032227
-0.191748,0.014502,0.046729
-0.183692,0.017725,0.038672
-0.054785,-0.022559,-0.048340
-0.045117,-0.003223,-0.048340
0.138574,-0.119238,-0.090234
-0.312598,0.000000,0.228809
-0.309375,-0.008057,0.219141
-0.320654,-0.004834,0.219141
0.130517,-0.116016,-0.116016
0.146631,-0.146631,-0.159522
0.125684,-0.116016,-0.122461
0.091846,-0.098291,-0.133740
0.122461,-0.120850,-0.122461
0.146631,-0.122461,-0.133740
0.146631,-0.120850,-0.128906
0.120850,-0.088623,-0.135352
0.145020,-0.124072,-0.141797
-0.082178,0.045117,-0.080566
0.003223,-0.109570,0.004834
-0.214307,0.051563,0.001611
-0.016113,-0.016113,0.082178
-0.190137,0.035449,0.020947
-0.325488,0.022559,0.214307
-0.058008,0.016113,-0.075732
0.141797,-0.112793,-0.127295
-0.199805,0.022559,0.032227
-0.302930,-0.032227,0.232031
-0.045117,-0.022559,-0.041894
0.128906,-0.112793,-0.116016
-0.014502,-0.049951,0.000000
0.256201,-0.061230,-0.286816
-0.020947,-0.074121,-0.020947
-0.191748,0.020947,0.045117
-0.048340,-0.001611,-0.051563
-0.022559,-0.074121,-0.011279
-0.194971,0.008057,0.083789
-0.043506,-0.019336,-0.045117
-0.022559,-0.061230,-0.027393
-0.225586,0.011279,0.037060
0.148242,-0.114404,-0.120850
-0.315820,-0.006445,0.222363
0.141797,-0.101514,-0.135352
-0.062842,-0.008057,-0.045117
-0.014502,-0.074121,-0.016113
-0.204639,0.059619,0.062842
0.275537,-0.106348,-0.262646
-0.069287,0.032227,-0.066064
-0.149853,0.008057,-0.056396
0.264258,-0.091846,-0.277148
-0.069287,-0.006445,-0.151465
-0.204639,0.037060,0.025781
-0.011279,-0.096680,-0.019336
-0.025781,-0.038672,-0.029004
-0.041894,-0.020947,-0.033838
-0.304541,-0.017725,0.233643
0.124072,-0.116016,-0.119238
-0.170801,0.012891,0.035449
